"No.","Time","Source","Destination","Protocol","Length","Info"
"22","18:43:05.433360800","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=34 Ack=10 Win=85 Len=0 TSval=3246243708 TSecr=1890079782"
"23","18:43:05.433370007","10.0.0.1","10.0.0.6","TCP","92","53090  >  12345 [PSH, ACK] Seq=10 Ack=34 Win=83 Len=26 TSval=1890079782 TSecr=3246243708"
"24","18:43:05.433372502","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=34 Ack=36 Win=85 Len=0 TSval=3246243708 TSecr=1890079782"
"25","18:43:05.435034665","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=1 Ack=34 Win=85 Len=4 TSval=1757003297 TSecr=3507953128"
"26","18:43:05.435061822","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=34 Ack=5 Win=83 Len=0 TSval=3507955334 TSecr=1757003297"
"27","18:43:05.435073179","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=5 Ack=34 Win=85 Len=4 TSval=1757003297 TSecr=3507955334"
"28","18:43:05.435080582","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=34 Ack=9 Win=83 Len=0 TSval=3507955334 TSecr=1757003297"
"29","18:43:05.435087028","10.0.0.6","10.0.0.2","TCP","67","12345  >  32890 [PSH, ACK] Seq=9 Ack=34 Win=85 Len=1 TSval=1757003297 TSecr=3507955334"
"30","18:43:05.435092871","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=34 Ack=10 Win=83 Len=0 TSval=3507955334 TSecr=1757003297"
"31","18:43:05.435097910","10.0.0.6","10.0.0.2","TCP","92","12345  >  32890 [PSH, ACK] Seq=10 Ack=34 Win=85 Len=26 TSval=1757003297 TSecr=3507955334"
"32","18:43:05.435103608","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=34 Ack=36 Win=83 Len=0 TSval=3507955334 TSecr=1757003297"
"33","18:43:07.658309583","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=34 Ack=36 Win=83 Len=4 TSval=3507957558 TSecr=1757003297"
"34","18:43:07.658327467","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=36 Ack=38 Win=85 Len=0 TSval=1757005521 TSecr=3507957558"
"35","18:43:07.658348002","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=38 Ack=36 Win=83 Len=4 TSval=3507957558 TSecr=1757005521"
"36","18:43:07.658351711","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=36 Ack=42 Win=85 Len=0 TSval=1757005521 TSecr=3507957558"
"37","18:43:07.658362739","10.0.0.2","10.0.0.6","TCP","67","32890  >  12345 [PSH, ACK] Seq=42 Ack=36 Win=83 Len=1 TSval=3507957558 TSecr=1757005521"
"38","18:43:07.658365300","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=36 Ack=43 Win=85 Len=0 TSval=1757005521 TSecr=3507957558"
"39","18:43:07.658374178","10.0.0.2","10.0.0.6","TCP","90","32890  >  12345 [PSH, ACK] Seq=43 Ack=36 Win=83 Len=24 TSval=3507957558 TSecr=1757005521"
"40","18:43:07.658376552","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=36 Ack=67 Win=85 Len=0 TSval=1757005521 TSecr=3507957558"
"41","18:43:07.659243388","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=34 Ack=36 Win=85 Len=4 TSval=3246245934 TSecr=1890079782"
"42","18:43:07.659265565","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=36 Ack=38 Win=83 Len=0 TSval=1890082008 TSecr=3246245934"
"43","18:43:07.659279287","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=38 Ack=36 Win=85 Len=4 TSval=3246245934 TSecr=1890082008"
"44","18:43:07.659286677","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=36 Ack=42 Win=83 Len=0 TSval=1890082008 TSecr=3246245934"
"45","18:43:07.659293127","10.0.0.6","10.0.0.1","TCP","67","12345  >  53090 [PSH, ACK] Seq=42 Ack=36 Win=85 Len=1 TSval=3246245934 TSecr=1890082008"
"46","18:43:07.659299188","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=36 Ack=43 Win=83 Len=0 TSval=1890082008 TSecr=3246245934"
"47","18:43:07.659304336","10.0.0.6","10.0.0.1","TCP","90","12345  >  53090 [PSH, ACK] Seq=43 Ack=36 Win=85 Len=24 TSval=3246245934 TSecr=1890082008"
"48","18:43:07.659310189","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=36 Ack=67 Win=83 Len=0 TSval=1890082008 TSecr=3246245934"
"49","18:43:09.869402891","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=36 Ack=67 Win=83 Len=4 TSval=1890084218 TSecr=3246245934"
"50","18:43:09.869417788","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=67 Ack=40 Win=85 Len=0 TSval=3246248144 TSecr=1890084218"
"51","18:43:09.869438370","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=40 Ack=67 Win=83 Len=4 TSval=1890084218 TSecr=3246248144"
"52","18:43:09.869441685","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=67 Ack=44 Win=85 Len=0 TSval=3246248144 TSecr=1890084218"
"53","18:43:09.869451714","10.0.0.1","10.0.0.6","TCP","67","53090  >  12345 [PSH, ACK] Seq=44 Ack=67 Win=83 Len=1 TSval=1890084218 TSecr=3246248144"
"54","18:43:09.869454709","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=67 Ack=45 Win=85 Len=0 TSval=3246248144 TSecr=1890084218"
"55","18:43:09.869465924","10.0.0.1","10.0.0.6","TCP","92","53090  >  12345 [PSH, ACK] Seq=45 Ack=67 Win=83 Len=26 TSval=1890084218 TSecr=3246248144"
"56","18:43:09.869469407","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=67 Ack=71 Win=85 Len=0 TSval=3246248144 TSecr=1890084218"
"57","18:43:09.870604554","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=36 Ack=67 Win=85 Len=4 TSval=1757007733 TSecr=3507957558"
"58","18:43:09.870624992","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=67 Ack=40 Win=83 Len=0 TSval=3507959770 TSecr=1757007733"
"59","18:43:09.870637457","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=40 Ack=67 Win=85 Len=4 TSval=1757007733 TSecr=3507959770"
"60","18:43:09.870644717","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=67 Ack=44 Win=83 Len=0 TSval=3507959770 TSecr=1757007733"
"61","18:43:09.870650651","10.0.0.6","10.0.0.2","TCP","67","12345  >  32890 [PSH, ACK] Seq=44 Ack=67 Win=85 Len=1 TSval=1757007733 TSecr=3507959770"
"62","18:43:09.870656334","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=67 Ack=45 Win=83 Len=0 TSval=3507959770 TSecr=1757007733"
"63","18:43:09.870661284","10.0.0.6","10.0.0.2","TCP","92","12345  >  32890 [PSH, ACK] Seq=45 Ack=67 Win=85 Len=26 TSval=1757007733 TSecr=3507959770"
"64","18:43:09.870666922","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=67 Ack=71 Win=83 Len=0 TSval=3507959770 TSecr=1757007733"
"65","18:43:11.850950905","fe80::4d6:3dff:fe07:3cff","ff02::2","ICMPv6","70","Router Solicitation from 06:d6:3d:07:3c:ff"
"66","18:43:11.850963187","fe80::42a:3ff:feab:984f","ff02::2","ICMPv6","70","Router Solicitation from 06:2a:03:ab:98:4f"
"67","18:43:11.850968711","fe80::8d9:abff:fe55:b1e2","ff02::2","ICMPv6","70","Router Solicitation from 0a:d9:ab:55:b1:e2"
"68","18:43:12.125395646","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=67 Ack=71 Win=83 Len=4 TSval=3507962025 TSecr=1757007733"
"69","18:43:12.125413489","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=71 Ack=71 Win=85 Len=0 TSval=1757009988 TSecr=3507962025"
"70","18:43:12.125434325","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=71 Ack=71 Win=83 Len=4 TSval=3507962025 TSecr=1757009988"
"71","18:43:12.125438377","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=71 Ack=75 Win=85 Len=0 TSval=1757009988 TSecr=3507962025"
"72","18:43:12.125448819","10.0.0.2","10.0.0.6","TCP","67","32890  >  12345 [PSH, ACK] Seq=75 Ack=71 Win=83 Len=1 TSval=3507962025 TSecr=1757009988"
"73","18:43:12.125451345","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=71 Ack=76 Win=85 Len=0 TSval=1757009988 TSecr=3507962025"
"74","18:43:12.125459935","10.0.0.2","10.0.0.6","TCP","90","32890  >  12345 [PSH, ACK] Seq=76 Ack=71 Win=83 Len=24 TSval=3507962025 TSecr=1757009988"
"75","18:43:12.125462342","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=71 Ack=100 Win=85 Len=0 TSval=1757009988 TSecr=3507962025"
"76","18:43:12.126164659","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=67 Ack=71 Win=85 Len=4 TSval=3246250401 TSecr=1890084218"
"77","18:43:12.126185341","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=71 Ack=71 Win=83 Len=0 TSval=1890086475 TSecr=3246250401"
"78","18:43:12.126194816","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=71 Ack=71 Win=85 Len=4 TSval=3246250401 TSecr=1890086475"
"79","18:43:12.126201668","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=71 Ack=75 Win=83 Len=0 TSval=1890086475 TSecr=3246250401"
"80","18:43:12.126207436","10.0.0.6","10.0.0.1","TCP","67","12345  >  53090 [PSH, ACK] Seq=75 Ack=71 Win=85 Len=1 TSval=3246250401 TSecr=1890086475"
"81","18:43:12.126213159","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=71 Ack=76 Win=83 Len=0 TSval=1890086475 TSecr=3246250401"
"82","18:43:12.126218158","10.0.0.6","10.0.0.1","TCP","90","12345  >  53090 [PSH, ACK] Seq=76 Ack=71 Win=85 Len=24 TSval=3246250401 TSecr=1890086475"
"83","18:43:12.126223828","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=71 Ack=100 Win=83 Len=0 TSval=1890086475 TSecr=3246250401"
"84","18:43:13.898860951","fe80::ecc2:83ff:fed5:8ab7","ff02::2","ICMPv6","70","Router Solicitation from ee:c2:83:d5:8a:b7"
"85","18:43:14.357885993","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=71 Ack=100 Win=83 Len=4 TSval=1890088706 TSecr=3246250401"
"86","18:43:14.357900402","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=100 Ack=75 Win=85 Len=0 TSval=3246252632 TSecr=1890088706"
"87","18:43:14.357925032","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=75 Ack=100 Win=83 Len=4 TSval=1890088706 TSecr=3246252632"
"88","18:43:14.357928971","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=100 Ack=79 Win=85 Len=0 TSval=3246252632 TSecr=1890088706"
"89","18:43:14.357939971","10.0.0.1","10.0.0.6","TCP","67","53090  >  12345 [PSH, ACK] Seq=79 Ack=100 Win=83 Len=1 TSval=1890088706 TSecr=3246252632"
"90","18:43:14.357942566","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=100 Ack=80 Win=85 Len=0 TSval=3246252632 TSecr=1890088706"
"91","18:43:14.357951633","10.0.0.1","10.0.0.6","TCP","92","53090  >  12345 [PSH, ACK] Seq=80 Ack=100 Win=83 Len=26 TSval=1890088706 TSecr=3246252632"
"92","18:43:14.357954006","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=100 Ack=106 Win=85 Len=0 TSval=3246252632 TSecr=1890088706"
"93","18:43:14.358642804","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=71 Ack=100 Win=85 Len=4 TSval=1757012221 TSecr=3507962025"
"94","18:43:14.358662826","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=100 Ack=75 Win=83 Len=0 TSval=3507964258 TSecr=1757012221"
"95","18:43:14.358672451","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=75 Ack=100 Win=85 Len=4 TSval=1757012221 TSecr=3507964258"
"96","18:43:14.358679226","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=100 Ack=79 Win=83 Len=0 TSval=3507964258 TSecr=1757012221"
"97","18:43:14.358684812","10.0.0.6","10.0.0.2","TCP","67","12345  >  32890 [PSH, ACK] Seq=79 Ack=100 Win=85 Len=1 TSval=1757012221 TSecr=3507964258"
"98","18:43:14.358690672","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=100 Ack=80 Win=83 Len=0 TSval=3507964258 TSecr=1757012221"
"99","18:43:14.358695865","10.0.0.6","10.0.0.2","TCP","92","12345  >  32890 [PSH, ACK] Seq=80 Ack=100 Win=85 Len=26 TSval=1757012221 TSecr=3507964258"
"100","18:43:14.358701507","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=100 Ack=106 Win=83 Len=0 TSval=3507964258 TSecr=1757012221"
"101","18:43:16.570139688","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=100 Ack=106 Win=83 Len=4 TSval=3507966470 TSecr=1757012221"
"102","18:43:16.570157892","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=106 Ack=104 Win=85 Len=0 TSval=1757014433 TSecr=3507966470"
"103","18:43:16.570184651","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=104 Ack=106 Win=83 Len=4 TSval=3507966470 TSecr=1757014433"
"104","18:43:16.570188478","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=106 Ack=108 Win=85 Len=0 TSval=1757014433 TSecr=3507966470"
"105","18:43:16.570199103","10.0.0.2","10.0.0.6","TCP","67","32890  >  12345 [PSH, ACK] Seq=108 Ack=106 Win=83 Len=1 TSval=3507966470 TSecr=1757014433"
"106","18:43:16.570201598","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=106 Ack=109 Win=85 Len=0 TSval=1757014433 TSecr=3507966470"
"107","18:43:16.570210133","10.0.0.2","10.0.0.6","TCP","90","32890  >  12345 [PSH, ACK] Seq=109 Ack=106 Win=83 Len=24 TSval=3507966470 TSecr=1757014433"
"108","18:43:16.570212443","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=106 Ack=133 Win=85 Len=0 TSval=1757014433 TSecr=3507966470"
"109","18:43:16.574633643","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=100 Ack=106 Win=85 Len=4 TSval=3246254849 TSecr=1890088706"
"110","18:43:16.574661085","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=106 Ack=104 Win=83 Len=0 TSval=1890090923 TSecr=3246254849"
"111","18:43:16.574672845","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=104 Ack=106 Win=85 Len=4 TSval=3246254849 TSecr=1890090923"
"112","18:43:16.574680390","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=106 Ack=108 Win=83 Len=0 TSval=1890090923 TSecr=3246254849"
"113","18:43:16.574686805","10.0.0.6","10.0.0.1","TCP","67","12345  >  53090 [PSH, ACK] Seq=108 Ack=106 Win=85 Len=1 TSval=3246254849 TSecr=1890090923"
"114","18:43:16.574692757","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=106 Ack=109 Win=83 Len=0 TSval=1890090923 TSecr=3246254849"
"115","18:43:16.574698039","10.0.0.6","10.0.0.1","TCP","90","12345  >  53090 [PSH, ACK] Seq=109 Ack=106 Win=85 Len=24 TSval=3246254849 TSecr=1890090923"
"116","18:43:16.574703724","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=106 Ack=133 Win=83 Len=0 TSval=1890090923 TSecr=3246254849"
"117","18:43:17.994612436","fe80::a8c9:4dff:fefd:676e","ff02::2","ICMPv6","70","Router Solicitation from aa:c9:4d:fd:67:6e"
"118","18:43:17.994607133","fe80::e43c:edff:fe6b:dd8a","ff02::2","ICMPv6","70","Router Solicitation from e6:3c:ed:6b:dd:8a"
"119","18:43:17.994836540","fe80::b42a:7aff:fefe:556d","ff02::2","ICMPv6","70","Router Solicitation from b6:2a:7a:fe:55:6d"
"120","18:43:18.792553548","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=106 Ack=133 Win=83 Len=4 TSval=1890093141 TSecr=3246254849"
"121","18:43:18.792573895","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=133 Ack=110 Win=85 Len=0 TSval=3246257067 TSecr=1890093141"
"122","18:43:18.792594420","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=110 Ack=133 Win=83 Len=4 TSval=1890093141 TSecr=3246257067"
"123","18:43:18.792602273","10.0.0.1","10.0.0.6","TCP","67","53090  >  12345 [PSH, ACK] Seq=114 Ack=133 Win=83 Len=1 TSval=1890093141 TSecr=3246257067"
"124","18:43:18.792602905","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=133 Ack=114 Win=85 Len=0 TSval=3246257067 TSecr=1890093141"
"125","18:43:18.792609222","10.0.0.1","10.0.0.6","TCP","92","53090  >  12345 [PSH, ACK] Seq=115 Ack=133 Win=83 Len=26 TSval=1890093141 TSecr=3246257067"
"126","18:43:18.792619389","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=133 Ack=115 Win=85 Len=0 TSval=3246257067 TSecr=1890093141"
"127","18:43:18.792626127","10.0.0.6","10.0.0.1","TCP","66","12345  >  53090 [ACK] Seq=133 Ack=141 Win=85 Len=0 TSval=3246257067 TSecr=1890093141"
"128","18:43:18.793480014","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=106 Ack=133 Win=85 Len=4 TSval=1757016656 TSecr=3507966470"
"129","18:43:18.793503122","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=133 Ack=110 Win=83 Len=0 TSval=3507968693 TSecr=1757016656"
"130","18:43:18.793514339","10.0.0.6","10.0.0.2","TCP","70","12345  >  32890 [PSH, ACK] Seq=110 Ack=133 Win=85 Len=4 TSval=1757016656 TSecr=3507968693"
"131","18:43:18.793521704","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=133 Ack=114 Win=83 Len=0 TSval=3507968693 TSecr=1757016656"
"132","18:43:18.793527895","10.0.0.6","10.0.0.2","TCP","67","12345  >  32890 [PSH, ACK] Seq=114 Ack=133 Win=85 Len=1 TSval=1757016656 TSecr=3507968693"
"133","18:43:18.793533763","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=133 Ack=115 Win=83 Len=0 TSval=3507968693 TSecr=1757016656"
"134","18:43:18.793538743","10.0.0.6","10.0.0.2","TCP","92","12345  >  32890 [PSH, ACK] Seq=115 Ack=133 Win=85 Len=26 TSval=1757016656 TSecr=3507968693"
"135","18:43:18.793544367","10.0.0.2","10.0.0.6","TCP","66","32890  >  12345 [ACK] Seq=133 Ack=141 Win=83 Len=0 TSval=3507968693 TSecr=1757016656"
"136","18:43:20.999368215","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=133 Ack=141 Win=83 Len=4 TSval=3507970899 TSecr=1757016656"
"137","18:43:20.999383092","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=141 Ack=137 Win=85 Len=0 TSval=1757018862 TSecr=3507970899"
"138","18:43:20.999403190","10.0.0.2","10.0.0.6","TCP","70","32890  >  12345 [PSH, ACK] Seq=137 Ack=141 Win=83 Len=4 TSval=3507970899 TSecr=1757018862"
"139","18:43:20.999406234","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=141 Ack=141 Win=85 Len=0 TSval=1757018862 TSecr=3507970899"
"140","18:43:20.999424843","10.0.0.2","10.0.0.6","TCP","67","32890  >  12345 [PSH, ACK] Seq=141 Ack=141 Win=83 Len=1 TSval=3507970899 TSecr=1757018862"
"141","18:43:20.999427784","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=141 Ack=142 Win=85 Len=0 TSval=1757018862 TSecr=3507970899"
"142","18:43:20.999442390","10.0.0.2","10.0.0.6","TCP","90","32890  >  12345 [PSH, ACK] Seq=142 Ack=141 Win=83 Len=24 TSval=3507970899 TSecr=1757018862"
"143","18:43:20.999444943","10.0.0.6","10.0.0.2","TCP","66","12345  >  32890 [ACK] Seq=141 Ack=166 Win=85 Len=0 TSval=1757018862 TSecr=3507970899"
"144","18:43:20.999561264","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=133 Ack=141 Win=85 Len=4 TSval=3246259274 TSecr=1890093141"
"145","18:43:20.999581463","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=141 Ack=137 Win=83 Len=0 TSval=1890095348 TSecr=3246259274"
"146","18:43:20.999590319","10.0.0.6","10.0.0.1","TCP","70","12345  >  53090 [PSH, ACK] Seq=137 Ack=141 Win=85 Len=4 TSval=3246259274 TSecr=1890095348"
"147","18:43:20.999597508","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=141 Ack=141 Win=83 Len=0 TSval=1890095348 TSecr=3246259274"
"148","18:43:20.999603466","10.0.0.6","10.0.0.1","TCP","67","12345  >  53090 [PSH, ACK] Seq=141 Ack=141 Win=85 Len=1 TSval=3246259274 TSecr=1890095348"
"149","18:43:20.999609160","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=141 Ack=142 Win=83 Len=0 TSval=1890095348 TSecr=3246259274"
"150","18:43:20.999614280","10.0.0.6","10.0.0.1","TCP","90","12345  >  53090 [PSH, ACK] Seq=142 Ack=141 Win=85 Len=24 TSval=3246259274 TSecr=1890095348"
"151","18:43:20.999619807","10.0.0.1","10.0.0.6","TCP","66","53090  >  12345 [ACK] Seq=141 Ack=166 Win=83 Len=0 TSval=1890095348 TSecr=3246259274"
"152","18:43:23.211731952","10.0.0.1","10.0.0.6","TCP","70","53090  >  12345 [PSH, ACK] Seq=141 Ack=166 Win=83 Len=4 TSval=1890097560 TSecr=3246259274"
